accession_number	scientific_name	common_name	building	life_form	media_count
2011-2834A	Nyssa sylvatica	Common Tupelo Tree,Blackgum,Sour Gum,Black Tupelo		Deciduous tree	1
2013-0646A	Pinus mugo	Drooping Cone Pine,Mugo Pine,Swiss Mountain Pine,Dwarf Mountain Pine	NASM	Evergreen tree	10
2013-0645A	Liriodendron tulipifera	Whitewood,Tulip Poplar,Lyre Tree,Saddle Tree,Canoewood,Tulip Tree,Tulip Magnolia	NMAI DC	Deciduous tree	5
2013-0647A	Pinus mugo	Drooping Cone Pine,Mugo Pine,Swiss Mountain Pine,Dwarf Mountain Pine	NASM	Evergreen tree	9
2017-0420A	Magnolia stellata	Star Magnolia		Deciduous tree	6
2017-0402A	Magnolia stellata	Star Magnolia		Deciduous tree	5
2017-0421A	Magnolia stellata	Star Magnolia		Deciduous tree	5
2017-0461A	Magnolia stellata	Star Magnolia		Deciduous tree	5
2017-0466A	Magnolia stellata	Star Magnolia		Deciduous tree	11
2017-0464A	Magnolia stellata	Star Magnolia		Deciduous tree	12
2018-1145A	Magnolia macrophylla	Bigleaf Magnolia	NMNH	Deciduous tree	3
2019-0224A	Nyssa sylvatica	Common Tupelo Tree,Blackgum,Sour Gum,Black Tupelo		Deciduous tree	3
2019-0262A	Nyssa sylvatica	Common Tupelo Tree,Blackgum,Sour Gum,Black Tupelo		Deciduous tree	1
2019-0263A	Nyssa sylvatica	Common Tupelo Tree,Blackgum,Sour Gum,Black Tupelo		Deciduous tree	1
2011-0136A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0150A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	5
2011-0137A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	5
2011-0140A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0143A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0304A	Aesculus hippocastanum	European Horse Chestnut,Horse Chestnut,Common Horse Chestnut		Deciduous tree	6
2011-0355A	Chamaecyparis obtusa 'Split Rock'	Split Rock Hinoki False Cypress	Freer	Evergreen shrub/sub-shrub	11
2011-0429A	Ilex × aquipernyi 'Dragon Lady'	Dragon Lady Holly		Evergreen tree	17
2011-0503A	Magnolia × soulangeana	Chinese Magnolia,Saucer Magnolia		Deciduous tree	7
2011-0547A	Magnolia × soulangeana	Chinese Magnolia,Saucer Magnolia		Deciduous tree	8
2011-0594A	Magnolia × soulangeana	Chinese Magnolia,Saucer Magnolia		Deciduous tree	10
2011-0674A	Lagerstroemia indica 'Sioux'	Sioux Crape Myrtle	NMAH	Deciduous tree	3
2011-0860A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia	NMAH	Semi-evergreen tree	9
2011-1054A	Betula nigra 'Cully' Heritage	Heritage Black Birch,Heritage Red Birch,Heritage River Birch	NMNH	Deciduous tree	4
2011-1050A	Betula nigra 'Cully' Heritage	Heritage Black Birch,Heritage Red Birch,Heritage River Birch	NMNH	Deciduous tree	4
2011-1239A	Magnolia sp.		NASM	Tree	6
2011-1231A	Betula nigra 'Cully' Heritage	Heritage Black Birch,Heritage Red Birch,Heritage River Birch	NASM	Deciduous tree	4
2011-1247A	Magnolia sp.		NASM	Tree	7
2011-1240A	Magnolia sp.		NASM	Tree	6
2011-1228A	Betula nigra 'Cully' Heritage	Heritage Black Birch,Heritage Red Birch,Heritage River Birch	NASM	Deciduous tree	5
2011-1287A	Magnolia sp.		NASM	Tree	8
2011-1252A	Magnolia sp.		NASM	Tree	10
2011-1318A	Magnolia stellata	Star Magnolia	NASM	Deciduous tree	6
2011-1294A	Magnolia sp.		NASM	Tree	12
2011-1317A	Lagerstroemia indica 'Miami'	Miami Crape Myrtle	NASM	Deciduous tree	3
2011-1319A	Magnolia stellata	Star Magnolia	NASM	Deciduous tree	10
2011-1295A	Magnolia sp.		NASM	Tree	4
2011-1300A	Magnolia sp.		NASM	Tree	3
2011-1307A	Malus 'Donald Wyman'	Cultivar of Flowering Crabapple	NASM	Deciduous tree	17
2011-2639A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	3
2011-2651A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	2
2011-2735A	Crataegus sp.	hawthorn		Deciduous tree	3
2011-2734A	Crataegus sp.	hawthorn		Deciduous tree	3
2011-2743A	Cladrastis kentukea	Kentucky yellowwood,Yellow Ash,Yellowwood,Virgilia		Deciduous tree	5
2011-2745A	Cladrastis kentukea	Kentucky yellowwood,Yellow Ash,Yellowwood,Virgilia		Deciduous tree	2
2011-2770A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia		Semi-evergreen tree	1
2011-2786A	Amelanchier arborea	Sarvis-berry,Shadblow,Sugarplum,Sarviss Tree,Indian Cherry,Juneberry,Common Serviceberry,Shadbush		Deciduous tree	3
2011-2808A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	2
2011-2788A	Amelanchier arborea	Sarvis-berry,Shadblow,Sugarplum,Sarviss Tree,Indian Cherry,Juneberry,Common Serviceberry,Shadbush		Deciduous tree	3
2011-2816A	Cladrastis kentukea	Kentucky yellowwood,Yellow Ash,Yellowwood,Virgilia		Deciduous tree	2
2011-2801A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	2
2011-2998A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	2
2011-3000A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	7
2011-2995A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	4
2012-1382A	Camellia japonica	Japanese Rose,Camellia,Common Camellia,Rose Camellia	NMAH	Evergreen shrub/sub-shrub	3
2012-1385A	Camellia japonica	Japanese Rose,Camellia,Common Camellia,Rose Camellia	NMAH	Evergreen shrub/sub-shrub	4
2012-1395A	Liquidambar styraciflua 'Rotundiloba'	Roundleaf Sweetgum,'Rotundiloba' Sweetgum	NMNH	Deciduous tree	6
2012-1384A	Camellia japonica	Japanese Rose,Camellia,Common Camellia,Rose Camellia	NMAH	Evergreen shrub/sub-shrub	17
2012-1437A	Crataegus sp.	hawthorn		Deciduous tree	3
2012-1439A	Crataegus sp.	hawthorn		Deciduous tree	3
2012-1444A	Liquidambar styraciflua 'Rotundiloba'	Roundleaf Sweetgum,'Rotundiloba' Sweetgum		Deciduous tree	2
2014-1237A	Betula papyrifera 'Renci' Renaissance Reflection	Paper birch,White birch,Canoe birch,Renaissance Reflection Birch	NMNH	Deciduous tree	5
2014-1258A	Cornus alternifolia 'W. Stackman' Golden Shadows	Golden Shadows Pagoda Dogwood	NMNH	Deciduous shrub/sub-shrub	10
2015-2165A	Carpinus betulus	Common Hornbeam,European Hornbeam	NASM	Deciduous tree	3
2015-2166A	Gleditsia triacanthos var. inermis	Thornless Honey Locust	HMSG	Deciduous tree	3
2017-0413A	Magnolia kobus 'Wada's Memory'	Kobus Magnolia Cultivar		Deciduous tree	6
2017-0440A	Cercidiphyllum japonicum	Katsura Tree		Deciduous tree	7
2017-0434A	Cercidiphyllum japonicum	Katsura Tree		Deciduous tree	4
2018-0756A	Gleditsia triacanthos var. inermis 'Skycole' Skyline	Skyline Thornless Honeylocust	HMSG	Deciduous tree	3
2019-0227A	Carya sp.	Hickory species		Deciduous tree	6
2019-0324A	Juniperus virginiana 'Taylor'	Eastern Red Cedar cultivar		Evergreen tree	1
2019-0273A	Celtis occidentalis	Hackberry,American False Elm,Nettle Tree,Common Hackberry,Rim Ash,Beaver Wood,American Hackberry		Deciduous tree	3
2019-0281A	Chionanthus virginicus 'CV1049' SERENTITY	Fringetree cultivar		Deciduous tree	3
2019-0321A	Chionanthus virginicus 'CV1049' SERENTITY	Fringetree cultivar		Deciduous tree	2
2020-0043A	Cotinus coggygria	Smoke Bush,Venetian Sumach,Cloud Tree,Smoke Tree,Smoketree	NASM	Deciduous tree	3
2019-0322A	Juniperus virginiana 'Taylor'	Eastern Red Cedar cultivar		Evergreen tree	1
2019-0326A	Liquidambar styraciflua 'Hapdell' HAPPIDAZE	Sweetgum cultivar	NMNH	Deciduous tree	7
2020-0042A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia	NASM	Semi-evergreen tree	3
2011-0306A	Quercus palustris	Pin Oak,Swamp Oak		Deciduous tree	1
2011-0305A	Quercus palustris	Pin Oak,Swamp Oak		Deciduous tree	1
2011-0313A	Quercus rubra	Red Oak,Northern Red Oak		Deciduous tree	5
2011-0307A	Quercus palustris	Pin Oak,Swamp Oak		Deciduous tree	2
2011-0522A	Quercus myrsinifolia	Chinese Evergreen Oak,Bamboo Leaf Oak	Freer	Evergreen tree	15
2011-0533A	Quercus hemisphaerica	Darlington Oak,Laurel-leaf Oak		Evergreen tree	14
2011-0609A	Quercus hemisphaerica	Darlington Oak,Laurel-leaf Oak		Evergreen tree	8
2011-0709A	Quercus rubra	Red Oak,Northern Red Oak	NMAH	Deciduous tree	6
2011-0707A	Quercus rubra	Red Oak,Northern Red Oak	NMAH	Deciduous tree	5
2011-0712A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0715A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	7
2011-0708A	Quercus coccinea	Scarlet Oak	NMAH	Deciduous tree	18
2011-0710A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	8
2011-0746A	Quercus rubra	Red Oak,Northern Red Oak	NMAH	Deciduous tree	5
2011-0705A	Quercus rubra	Red Oak,Northern Red Oak	NMAH	Deciduous tree	4
2011-0759A	Quercus rubra	Red Oak,Northern Red Oak	NMAH	Deciduous tree	3
2011-0750A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	2
2011-0724A	Quercus falcata	Southern Red Oak,Spanish Oak	NMAH	Deciduous tree	6
2011-0711A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0744A	Quercus coccinea	Scarlet Oak	NMAH	Deciduous tree	4
2011-0760A	Quercus rubra	Red Oak,Northern Red Oak	NMAH	Deciduous tree	3
2011-0755A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	4
2011-0758A	Quercus rubra	Red Oak,Northern Red Oak	NMAH	Deciduous tree	3
2011-0725A	Quercus coccinea	Scarlet Oak	NMAH	Deciduous tree	7
2011-0772A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0723A	Quercus falcata	Southern Red Oak,Spanish Oak	NMAH	Deciduous tree	18
2011-0752A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	2
2011-0749A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0751A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	4
2011-0753A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	4
2011-0792A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0796A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	4
2011-0807A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0800A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	2
2011-0794A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0754A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	6
2011-0808A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	2
2011-0810A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0838A	Quercus palustris	Pin Oak,Swamp Oak	NMAH	Deciduous tree	4
2011-0841A	Quercus palustris	Pin Oak,Swamp Oak	NMAH	Deciduous tree	5
2011-0820A	Quercus palustris	Pin Oak,Swamp Oak	NMAH	Deciduous tree	4
2011-0747A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	4
2011-0806A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	2
2011-0756A	Quercus rubra	Red Oak,Northern Red Oak	NMAH	Deciduous tree	4
2011-0854A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	12
2011-0866A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	4
2011-0868A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	4
2011-0869A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0870A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0871A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	4
2011-0884A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0889A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0885A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	5
2011-0890A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0805A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	4
2011-0809A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	3
2011-0815A	Quercus palustris	Pin Oak,Swamp Oak	NMAH	Deciduous tree	5
2011-0842A	Quercus palustris	Pin Oak,Swamp Oak	NMAH	Deciduous tree	13
2011-0867A	Quercus phellos	Peach Oak,Willow Oak	NMAH	Deciduous tree	7
2011-0983A	Taxodium distichum	Swamp Cypress,Bald Cypress	NMNH	Deciduous tree	3
2011-0984A	Taxodium distichum	Swamp Cypress,Bald Cypress	NMNH	Deciduous tree	8
2011-0986A	Taxodium distichum	Swamp Cypress,Bald Cypress	NMNH	Deciduous tree	3
2011-0985A	Taxodium distichum	Swamp Cypress,Bald Cypress	NMNH	Deciduous tree	3
2011-1041A	Quercus palustris	Pin Oak,Swamp Oak	NMNH	Deciduous tree	5
2011-1091A	Quercus phellos	Peach Oak,Willow Oak	NASM	Deciduous tree	1
2011-1086A	Quercus phellos	Peach Oak,Willow Oak	NASM	Deciduous tree	1
2011-1096A	Quercus phellos	Peach Oak,Willow Oak	NASM	Deciduous tree	6
2011-1281A	Quercus palustris	Pin Oak,Swamp Oak	NASM	Deciduous tree	4
2011-1343A	Quercus palustris	Pin Oak,Swamp Oak	NASM	Deciduous tree	9
2011-1352A	Quercus phellos	Peach Oak,Willow Oak	NMAI DC	Deciduous tree	6
2011-1403A	Taxodium distichum	Swamp Cypress,Bald Cypress	NMAI DC	Deciduous tree	12
2011-1491A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine	NMAI DC	Evergreen tree	9
2011-1490A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine	NMAI DC	Evergreen tree	2
2011-1489A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine	NMAI DC	Evergreen tree	4
2011-1492A	Quercus rubra	Red Oak,Northern Red Oak	NMAI DC	Deciduous tree	4
2011-2652A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2654A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2659A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2658A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2660A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2657A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2662A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2661A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2689A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2688A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2703A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	2
2011-2664A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2653A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2701A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	2
2011-2656A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2687A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2693A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2702A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	2
2011-2706A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	2
2011-2724A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	3
2011-2647A	Quercus alba	White Oak		Deciduous tree	2
2011-2725A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	2
2011-2710A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2663A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2692A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2655A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2707A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	2
2011-2747A	Quercus coccinea	Scarlet Oak		Deciduous tree	3
2011-2766A	Pinus taeda	Rosemary Pine,Taeda,Loblolly Pine,Oldfield Pine		Evergreen tree	2
2011-2690A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2700A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	2
2011-2691A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2723A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	2
2011-2756A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	11
2011-2765A	Pinus taeda	Rosemary Pine,Taeda,Loblolly Pine,Oldfield Pine		Evergreen tree	3
2011-2731A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-2774A	Quercus falcata	Southern Red Oak,Spanish Oak		Deciduous tree	1
2011-2694A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2733A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-2782A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	3
2011-2783A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2818A	Pinus taeda	Rosemary Pine,Taeda,Loblolly Pine,Oldfield Pine		Evergreen tree	1
2011-2793A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2836A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	1
2011-2846A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2822A	Quercus falcata	Southern Red Oak,Spanish Oak		Deciduous tree	3
2011-2852A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2819A	Pinus taeda	Rosemary Pine,Taeda,Loblolly Pine,Oldfield Pine		Evergreen tree	1
2011-2820A	Pinus taeda	Rosemary Pine,Taeda,Loblolly Pine,Oldfield Pine		Evergreen tree	1
2011-2842A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2840A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2857A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2821A	Quercus falcata	Southern Red Oak,Spanish Oak		Deciduous tree	3
2011-2856A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2855A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	3
2011-2806A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2811A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2832A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	1
2011-2831A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	1
2011-2833A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	1
2011-2841A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	1
2011-2835A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2792A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2837A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2849A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2839A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	1
2011-2844A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2838A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2843A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2924A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-2845A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	3
2011-2912A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-2941A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2850A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	1
2011-2922A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-2923A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-2934A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2943A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-2960A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-2903A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2905A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2950A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2957A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-2958A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-2913A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-2942A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2914A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-2940A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2981A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2983A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2929A	Quercus coccinea	Scarlet Oak		Deciduous tree	2
2011-2979A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	3
2011-3005A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2982A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2994A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2997A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	2
2011-3013A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	2
2011-3014A	Quercus rubra	Red Oak,Northern Red Oak		Deciduous tree	2
2011-2932A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2965A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-2967A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2968A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-3017A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	2
2011-2991A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2993A	Quercus phellos	Peach Oak,Willow Oak		Deciduous tree	2
2011-2949A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2964A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-3001A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2992A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-3029A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-3015A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	2
2011-3021A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2907A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	11
2011-3034A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	1
2011-3003A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	2
2011-3028A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2931A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-2948A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-3011A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	2
2011-3016A	Pinus strobus	White Pine,Northern White Pine,Eastern White Pine,Soft Pine		Evergreen tree	2
2011-3023A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	1
2011-3010A	Pinus virginiana	Scrub Pine,Spruce Pine,Virginia Pine		Evergreen tree	2
2011-3033A	Quercus rubra	Red Oak,Northern Red Oak		Deciduous tree	1
2013-0623A	Pinus thunbergii	Japanese Black Pine	NASM	Evergreen tree	9
2013-0626A	Pinus thunbergii	Japanese Black Pine	NASM	Evergreen tree	4
2014-1242A	Pinus taeda	Rosemary Pine,Taeda,Loblolly Pine,Oldfield Pine	NMNH	Evergreen tree	10
2015-2178A	Taxus cuspidata	Japanese Yew	SI Castle	Evergreen tree	11
2017-0233A	Taxodium distichum	Swamp Cypress,Bald Cypress	NMAH	Deciduous tree	4
2017-0232A	Taxodium distichum	Swamp Cypress,Bald Cypress	NMAH	Deciduous tree	4
2017-0388A	Quercus coccinea	Scarlet Oak		Deciduous tree	6
2017-0387A	Quercus coccinea	Scarlet Oak		Deciduous tree	5
2017-0383A	Quercus virginiana	Southern Live Oak,Southeastern Live Oak,Live Oak,Virginia Live Oak		Evergreen tree	4
2017-0392A	Quercus virginiana	Southern Live Oak,Southeastern Live Oak,Live Oak,Virginia Live Oak		Evergreen tree	10
2017-0399A	Quercus virginiana	Southern Live Oak,Southeastern Live Oak,Live Oak,Virginia Live Oak		Evergreen tree	5
2017-0404A	Quercus virginiana	Southern Live Oak,Southeastern Live Oak,Live Oak,Virginia Live Oak		Evergreen tree	6
